"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.196805880E2,3.053648248E1,1.143561257E2,1.791727610E1,5.234653114E-2,2.100905317E2,1.423533891E1,1.008840717E1
4.206805638E2,3.053648676E1,1.143561277E2,1.769230623E1,8.490173197E-2,2.100905329E2,1.423455987E1,1.008950636E1
4.216805400E2,3.053649263E1,1.143561303E2,1.777902384E1,4.264850121E-2,2.100905346E2,1.423384458E1,1.009051543E1
4.226805156E2,3.053649976E1,1.143561305E2,1.812643778E1,1.017345000E-1,2.100905357E2,1.423392372E1,1.009040380E1
4.236804916E2,3.053650724E1,1.143561332E2,1.764689924E1,1.169585746E-1,2.100905377E2,1.423414148E1,1.009009661E1
4.246804677E2,3.053651575E1,1.143561357E2,1.763955132E1,6.480004021E-2,2.100905397E2,1.423396750E1,1.009034204E1
4.256804432E2,3.053652132E1,1.143561386E2,1.791310635E1,6.180345920E-2,2.100905414E2,1.423373257E1,1.009067344E1
4.266804180E2,3.053652950E1,1.143561388E2,1.791951946E1,7.689087512E-2,2.100905427E2,1.423415226E1,1.009008140E1
4.276803939E2,3.053653702E1,1.143561420E2,1.793076777E1,7.460385320E-2,2.100905448E2,1.423420456E1,1.009000762E1
4.286803679E2,3.053654244E1,1.143561441E2,1.759177081E1,8.248002532E-2,2.100905462E2,1.423464992E1,1.008937931E1
4.296803437E2,3.053655006E1,1.143561437E2,1.783331483E1,6.971102609E-2,2.100905473E2,1.423429134E1,1.008988520E1
4.306803182E2,3.053655709E1,1.143561463E2,1.772782423E1,8.052760650E-2,2.100905492E2,1.423322309E1,1.009139206E1
4.316802939E2,3.053656444E1,1.143561484E2,1.773212318E1,6.437153670E-2,2.100905509E2,1.423281474E1,1.009196799E1
4.326802697E2,3.053657222E1,1.143561504E2,1.770681431E1,7.693985088E-2,2.100905527E2,1.423277779E1,1.009202010E1
4.336802441E2,3.053657989E1,1.143561549E2,1.760348638E1,7.093749841E-2,2.100905551E2,1.423248378E1,1.009243473E1
4.346802195E2,3.053658828E1,1.143561611E2,1.771219225E1,7.031793549E-2,2.100905581E2,1.423263284E1,1.009222452E1
4.356801940E2,3.053659167E1,1.143561724E2,1.785455026E1,1.182061948E-1,2.100905618E2,1.423488079E1,1.008905358E1
4.366801692E2,3.053660000E1,1.143561700E2,1.774098944E1,9.483959228E-2,2.524284332E2,1.423307735E1,1.009159761E1
4.376801432E2,3.053660822E1,1.143561677E2,1.808473567E1,1.575170389E-1,2.524284355E2,1.423192438E1,1.009322356E1
4.386801176E2,3.053661509E1,1.143561691E2,1.829620100E1,1.223213066E-1,2.524284388E2,1.423169020E1,1.009355376E1
4.396800925E2,3.053662269E1,1.143561718E2,1.883440669E1,1.186780367E-1,2.524284428E2,1.423049036E1,1.009524528E1
4.406800668E2,3.053663138E1,1.143561703E2,1.912000808E1,9.467484062E-2,2.524284456E2,1.423204115E1,1.009305890E1
4.416800419E2,3.053663918E1,1.143561725E2,1.896060291E1,1.068550914E-1,2.524284496E2,1.423305916E1,1.009162327E1
4.426800164E2,3.053664395E1,1.143561757E2,1.866731098E1,7.196900873E-2,2.524284528E2,1.423350282E1,1.009099752E1
4.436799908E2,3.053665296E1,1.143561768E2,1.894409858E1,9.848209086E-2,2.524284567E2,1.423396720E1,1.009034247E1
4.446799657E2,3.053665975E1,1.143561790E2,1.885627292E1,1.060944362E-1,2.524284603E2,1.423441778E1,1.008970682E1
4.456799402E2,3.053666686E1,1.143561820E2,1.868476978E1,1.635268178E-1,2.524284643E2,1.423441532E1,1.008971029E1
4.466799142E2,3.053667174E1,1.143561852E2,1.849375238E1,1.058906214E-1,2.524284675E2,1.423383881E1,1.009052358E1
4.476798887E2,3.053668011E1,1.143561858E2,1.891883575E1,9.274965238E-2,2.524284710E2,1.423416237E1,1.009006714E1
4.486798637E2,3.053668676E1,1.143561850E2,1.929549642E1,1.309674519E-1,2.524284733E2,1.423401815E1,1.009027058E1
4.496798377E2,3.053669337E1,1.143561861E2,1.954829169E1,1.258489638E-1,2.524284763E2,1.423456889E1,1.008949364E1
4.506798120E2,3.053669946E1,1.143561875E2,1.981473577E1,8.071891853E-2,2.524284793E2,1.423325095E1,1.009135277E1
4.516797861E2,3.053670806E1,1.143561898E2,1.983540053E1,8.994687491E-2,2.524284836E2,1.423441002E1,1.008971777E1
4.526797603E2,3.053671509E1,1.143561915E2,1.991115917E1,7.849231671E-2,2.524284870E2,1.423446671E1,1.008963780E1
4.536797347E2,3.053672254E1,1.143561919E2,2.001718078E1,1.240212865E-1,2.524284901E2,1.423349650E1,1.009100643E1
4.546797088E2,3.053673010E1,1.143561928E2,2.046104688E1,1.018101266E-1,2.524284935E2,1.423301437E1,1.009168644E1
4.556796838E2,3.053673689E1,1.143561932E2,2.068356520E1,1.161419127E-1,2.524284963E2,1.423318491E1,1.009144591E1
4.566796573E2,3.053674322E1,1.143561955E2,2.086863931E1,6.376950412E-2,2.524284997E2,1.423258562E1,1.009229111E1
4.576796306E2,3.053675238E1,1.143561972E2,2.071304215E1,1.226156335E-1,2.524285040E2,1.423347372E1,1.009103856E1
4.586796057E2,3.053675799E1,1.143561986E2,2.060299598E1,9.553419949E-2,2.524285067E2,1.423414235E1,1.009009539E1
4.596795791E2,3.053676405E1,1.143562003E2,2.079065933E1,9.464592132E-2,2.524285098E2,1.423436471E1,1.008978169E1
4.606795543E2,3.053677180E1,1.143562002E2,2.082269946E1,1.583895175E-1,2.524285128E2,1.423446300E1,1.008964303E1
4.616795281E2,3.053677723E1,1.143562035E2,2.105139485E1,7.455130808E-2,2.524285163E2,1.423435147E1,1.008980037E1
4.626795018E2,3.053678338E1,1.143562043E2,2.099318142E1,1.102223812E-1,2.524285190E2,1.423406720E1,1.009020139E1
4.636794763E2,3.053678914E1,1.143562068E2,2.102701174E1,6.881189977E-2,2.524285223E2,1.423371721E1,1.009069511E1
4.646794505E2,3.053679755E1,1.143562063E2,2.130487438E1,1.009415338E-1,2.524285254E2,1.423409291E1,1.009016513E1
4.656794245E2,3.053680482E1,1.143562070E2,2.136094930E1,9.755209141E-2,2.524285285E2,1.423420582E1,1.009000585E1
4.666793989E2,3.053681297E1,1.143562041E2,2.160674246E1,1.778302107E-1,2.524285306E2,1.423447295E1,1.008962899E1
4.676793740E2,3.053682016E1,1.143562071E2,2.133442262E1,1.380566982E-1,2.524285346E2,1.423454944E1,1.008952108E1
4.686793478E2,3.053682359E1,1.143562086E2,2.138005205E1,4.258601355E-2,2.524285365E2,1.423415455E1,1.009007818E1
4.696793225E2,3.053683089E1,1.143562075E2,2.136696374E1,1.771583758E-1,2.524285390E2,1.423343258E1,1.009109659E1
4.706792955E2,3.053683875E1,1.143562112E2,2.167954918E1,9.122847578E-2,2.524285436E2,1.423276140E1,1.009204322E1
4.716792698E2,3.053684348E1,1.143562155E2,2.131463851E1,7.487978172E-2,2.524285471E2,1.423233757E1,1.009264091E1
4.726792443E2,3.053684995E1,1.143562164E2,2.134660374E1,5.157357566E-2,2.524285500E2,1.423202402E1,1.009308306E1
4.736792188E2,3.053685656E1,1.143562185E2,2.117111332E1,1.173785969E-1,2.524285535E2,1.423211692E1,1.009295206E1
4.746791925E2,3.053686475E1,1.143562220E2,2.114805084E1,9.410101452E-2,2.524285581E2,1.423225545E1,1.009275671E1
4.756791664E2,3.053687261E1,1.143562240E2,2.123547725E1,9.112415867E-2,2.524285620E2,1.423062639E1,1.009505353E1
4.766791403E2,3.053687910E1,1.143562259E2,2.081468582E1,1.248061375E-1,2.524285653E2,1.423221099E1,1.009281941E1
4.776791145E2,3.053688635E1,1.143562259E2,2.081717260E1,1.129654993E-1,2.524285682E2,1.423221864E1,1.009280863E1
4.786790893E2,3.053689488E1,1.143562308E2,2.056926478E1,8.386281337E-2,2.524285735E2,1.423208029E1,1.009300371E1
4.796790619E2,3.053690473E1,1.143562305E2,2.054663473E1,1.047519201E-1,2.524285772E2,1.423276557E1,1.009203734E1
4.806790361E2,3.053691100E1,1.143562335E2,2.032538735E1,1.090256625E-1,2.524285809E2,1.423319550E1,1.009143098E1
4.816790110E2,3.053691959E1,1.143562357E2,2.064603001E1,9.434292725E-2,2.524285852E2,1.423261973E1,1.009224301E1
4.826789851E2,3.053692822E1,1.143562391E2,2.088156629E1,1.070678051E-1,2.524285899E2,1.423265017E1,1.009220008E1
4.836789591E2,3.053693673E1,1.143562389E2,2.082273097E1,1.111284750E-1,2.524285932E2,1.423378420E1,1.009060060E1
4.846789336E2,3.053694203E1,1.143562411E2,2.078341937E1,1.262645582E-1,2.524285961E2,1.423388174E1,1.009046301E1
4.856789073E2,3.053695101E1,1.143562451E2,2.047709540E1,1.078256026E-1,2.524286013E2,1.423254158E1,1.009235322E1
4.866788819E2,3.053695717E1,1.143562462E2,2.077670979E1,5.777698841E-2,2.524286041E2,1.423244880E1,1.009248405E1
4.876788546E2,3.053696167E1,1.143562455E2,2.114470161E1,3.431041785E-2,2.524286056E2,1.423211557E1,1.009295396E1
4.886788294E2,3.053696947E1,1.143562462E2,2.120492060E1,9.301266798E-2,2.524286090E2,1.423254412E1,1.009234964E1
4.896788032E2,3.053697385E1,1.143562478E2,2.147761041E1,5.075679538E-2,2.524286113E2,1.423319751E1,1.009142814E1
4.906787775E2,3.053698176E1,1.143562461E2,2.161590629E1,1.055625439E-1,2.524286138E2,1.423342532E1,1.009110683E1
4.916787516E2,3.053698860E1,1.143562484E2,2.179112925E1,8.726480942E-2,2.524286174E2,1.423271259E1,1.009211205E1
4.926787257E2,3.053699653E1,1.143562498E2,2.189718965E1,9.164762430E-2,2.524286211E2,1.423354207E1,1.009094214E1
4.936787000E2,3.053700458E1,1.143562555E2,2.179418572E1,8.213379854E-2,2.524286265E2,1.423257801E1,1.009230184E1
4.946786737E2,3.053701185E1,1.143562541E2,2.165907614E1,7.896219862E-2,2.524286288E2,1.423294792E1,1.009178016E1
4.956786480E2,3.053701912E1,1.143562531E2,2.169533439E1,2.262982354E-1,2.524286313E2,1.423291989E1,1.009181969E1
4.966786225E2,3.053702641E1,1.143562607E2,2.156224904E1,8.078854753E-2,2.524286372E2,1.423213875E1,1.009292128E1
4.976785960E2,3.053703110E1,1.143562635E2,2.180185608E1,4.072876824E-2,2.524286401E2,1.423222833E1,1.009279496E1
4.986785700E2,3.053704289E1,1.143562627E2,2.126426721E1,3.374664615E-1,3.027902272E2,1.423194574E1,1.009319343E1
4.996785446E2,3.053705357E1,1.143562674E2,2.118956151E1,4.920528288E-1,3.550296670E2,1.423211449E1,1.009295548E1
5.006785181E2,3.053706691E1,1.143562711E2,2.101996689E1,8.844767495E-1,5.103153414E0,1.423077428E1,1.009484506E1
5.016784925E2,3.053707144E1,1.143562726E2,2.067318684E1,5.479415345E-1,8.517359616E0,1.423220275E1,1.009283103E1
5.026784663E2,3.053707952E1,1.143562756E2,2.073042861E1,5.537586597E-1,1.153109774E1,1.423076306E1,1.009486087E1
5.036784409E2,3.053709202E1,1.143562800E2,2.026722050E1,8.473378774E-1,1.321292549E1,1.423120466E1,1.009423831E1
5.046784137E2,3.053710128E1,1.143562825E2,2.036080628E1,9.196701505E-1,1.319530059E1,1.423090789E1,1.009465671E1
5.056783887E2,3.053711073E1,1.143562834E2,2.036939238E1,9.046310231E-1,1.191992842E1,1.423221955E1,1.009280734E1
5.066783624E2,3.053711663E1,1.143562827E2,2.009924397E1,6.783485686E-1,9.706221360E0,1.423261177E1,1.009225423E1
5.076783365E2,3.053712579E1,1.143562851E2,1.981948048E1,6.869253098E-1,1.067769543E1,1.423306713E1,1.009161203E1
5.086783115E2,3.053713799E1,1.143562885E2,1.951179434E1,9.621119454E-1,1.197728811E1,1.423251175E1,1.009239528E1
5.096782840E2,3.053714805E1,1.143562923E2,1.963251950E1,1.028559135E0,1.411092110E1,1.423321906E1,1.009139774E1
5.106798893E2,3.053715714E1,1.143562957E2,1.954412330E1,9.720482038E-1,1.482358098E1,1.423218107E1,1.009286159E1
5.116798141E2,3.053716664E1,1.143562976E2,1.992960165E1,9.295287556E-1,1.579815269E1,1.423400807E1,1.009028482E1
5.126797700E2,3.053717241E1,1.143563009E2,1.989039673E1,7.436659692E-1,1.789664352E1,1.423356683E1,1.009090722E1
5.136797779E2,3.053718131E1,1.143563025E2,1.999475632E1,7.201493567E-1,1.675650187E1,1.423410819E1,1.009014358E1
5.146797981E2,3.053719137E1,1.143563049E2,1.998808027E1,8.624238409E-1,1.661113358E1,1.423383592E1,1.009052765E1
5.156798152E2,3.053720008E1,1.143563051E2,2.040590039E1,8.280518537E-1,1.537236566E1,1.423478584E1,1.008918755E1
5.166798429E2,3.053720786E1,1.143563050E2,2.044654811E1,8.206321003E-1,1.215021131E1,1.423531305E1,1.008844366E1
5.176798669E2,3.053721821E1,1.143563039E2,2.059230537E1,9.303337999E-1,1.047685515E1,1.423317429E1,1.009146089E1
5.186798848E2,3.053722569E1,1.143563068E2,2.045856312E1,8.619545586E-1,1.281890108E1,1.423408537E1,1.009017576E1
5.196799122E2,3.053723295E1,1.143563082E2,2.062701688E1,8.661314642E-1,1.313730567E1,1.423354899E1,1.009093238E1
5.206799308E2,3.053724322E1,1.143563127E2,2.086823448E1,9.577614951E-1,1.546954910E1,1.423358518E1,1.009088133E1
5.216799500E2,3.053724683E1,1.143563122E2,2.096101983E1,6.226651769E-1,1.533808746E1,1.423481214E1,1.008915045E1
5.226799701E2,3.053725426E1,1.143563139E2,2.076422092E1,6.222532123E-1,1.602134863E1,1.423470435E1,1.008930252E1
5.236799926E2,3.053726280E1,1.143563149E2,2.050455721E1,7.038676104E-1,1.313243773E1,1.423427230E1,1.008991207E1
5.246800145E2,3.053727300E1,1.143563162E2,2.040343542E1,8.527610614E-1,1.130047434E1,1.423338913E1,1.009115787E1
5.256800356E2,3.053728139E1,1.143563191E2,2.014154014E1,8.123818210E-1,1.438677581E1,1.423473298E1,1.008926213E1
5.266800541E2,3.053728947E1,1.143563201E2,1.976614529E1,7.977835431E-1,1.199397275E1,1.423322522E1,1.009138906E1
5.276800704E2,3.053729445E1,1.143563256E2,1.965147283E1,5.697739820E-1,1.812297560E1,1.423573471E1,1.008784866E1
5.286800852E2,3.053729851E1,1.143563286E2,1.906886153E1,5.692648714E-1,1.993790613E1,1.423376333E1,1.009063005E1
5.296800969E2,3.053730792E1,1.143563275E2,1.932130246E1,7.194564926E-1,1.633481514E1,1.423252619E1,1.009237493E1
5.306801060E2,3.053731700E1,1.143563319E2,1.908916337E1,7.718636571E-1,1.861256648E1,1.423339072E1,1.009115563E1
5.316801150E2,3.053732779E1,1.143563379E2,1.890862112E1,9.125268648E-1,2.146072813E1,1.423178003E1,1.009342709E1
5.326801205E2,3.053733565E1,1.143563401E2,1.863558153E1,8.138312332E-1,1.976716278E1,1.423004898E1,1.009586744E1
5.336801249E2,3.053734716E1,1.143563488E2,1.869759665E1,1.002253143E0,2.610355515E1,1.423222930E1,1.009279360E1
5.346801270E2,3.053735659E1,1.143563513E2,1.853827291E1,9.024473283E-1,2.325186068E1,1.423387750E1,1.009046899E1
5.356801276E2,3.053736517E1,1.143563541E2,1.841117227E1,8.744808830E-1,2.376503409E1,1.423229173E1,1.009270556E1
5.366801274E2,3.053737528E1,1.143563586E2,1.838608609E1,9.280086658E-1,2.189138862E1,1.423399975E1,1.009029655E1
5.376801262E2,3.053738096E1,1.143563574E2,1.871065579E1,6.627335034E-1,1.747116370E1,1.423530791E1,1.008845093E1
5.386801226E2,3.053738964E1,1.143563572E2,1.895353310E1,6.998573228E-1,1.715544929E1,1.423457333E1,1.008948738E1
5.396801174E2,3.053739388E1,1.143563575E2,1.902985755E1,5.452979729E-1,1.776592271E1,1.423368081E1,1.009074645E1
5.406801125E2,3.053740450E1,1.143563578E2,1.899959551E1,7.205493585E-1,1.596157760E1,1.423370183E1,1.009071679E1
5.416801058E2,3.053741381E1,1.143563610E2,1.917069452E1,8.480564206E-1,1.775303867E1,1.423434609E1,1.008980796E1
5.426800983E2,3.053742211E1,1.143563629E2,1.948114336E1,8.417302794E-1,1.958966277E1,1.423397131E1,1.009033666E1
5.436800894E2,3.053743143E1,1.143563611E2,1.961129173E1,9.430575767E-1,1.648657141E1,1.423349359E1,1.009101053E1
5.446800802E2,3.053743811E1,1.143563620E2,1.977217366E1,7.835188136E-1,1.349359312E1,1.423158901E1,1.009369643E1
5.456800711E2,3.053744828E1,1.143563631E2,1.999288217E1,9.506350334E-1,1.126859204E1,1.423264067E1,1.009221348E1
5.466800606E2,3.053745524E1,1.143563640E2,1.995180626E1,8.787765005E-1,1.110842128E1,1.423184966E1,1.009332891E1
5.476800493E2,3.053746149E1,1.143563654E2,1.979143461E1,6.742839374E-1,1.050626475E1,1.423062263E1,1.009505884E1
5.486800374E2,3.053746776E1,1.143563657E2,1.996628442E1,6.504880735E-1,1.064263990E1,1.423170614E1,1.009353128E1
5.496800237E2,3.053747649E1,1.143563690E2,2.006352202E1,7.972730922E-1,1.367715990E1,1.423197458E1,1.009315277E1
5.506800107E2,3.053748498E1,1.143563707E2,2.026303380E1,8.258736218E-1,1.294614870E1,1.423017862E1,1.009568470E1
5.516799971E2,3.053749382E1,1.143563730E2,2.005247693E1,8.577646096E-1,1.463659609E1,1.423039066E1,1.009538583E1
5.526799824E2,3.053750236E1,1.143563737E2,2.028088009E1,8.682809746E-1,1.328599257E1,1.422997158E1,1.009597653E1
5.536799675E2,3.053750910E1,1.143563720E2,2.079444662E1,7.486064147E-1,8.666413237E0,1.423013971E1,1.009573956E1
5.546799518E2,3.053751541E1,1.143563740E2,2.052302995E1,6.490403380E-1,1.037822351E1,1.423155699E1,1.009374158E1
5.556799368E2,3.053752200E1,1.143563750E2,2.042249881E1,6.812618158E-1,1.164622215E1,1.422909583E1,1.009721076E1
5.566799198E2,3.053752871E1,1.143563789E2,1.991762743E1,7.176367239E-1,1.343688221E1,1.422975664E1,1.009627947E1
5.576799034E2,3.053753622E1,1.143563800E2,1.999642422E1,7.812002386E-1,1.418104659E1,1.422943295E1,1.009673567E1
5.586798862E2,3.053754542E1,1.143563822E2,2.016446826E1,8.558735502E-1,1.464364454E1,1.422981255E1,1.009620068E1
5.596798694E2,3.053755290E1,1.143563849E2,2.013558608E1,8.431839709E-1,1.531746711E1,1.422980850E1,1.009620638E1
5.606798513E2,3.053756039E1,1.143563858E2,1.986390211E1,7.415382259E-1,1.458238901E1,1.423014610E1,1.009573054E1
5.616798331E2,3.053756959E1,1.143563875E2,1.998854214E1,7.701188283E-1,1.634202070E1,1.423007892E1,1.009582524E1
5.626798159E2,3.053758015E1,1.143563916E2,1.992373076E1,8.837917893E-1,1.631485081E1,1.422821956E1,1.009844550E1
5.636797975E2,3.053758667E1,1.143563940E2,1.972399178E1,7.495246779E-1,1.688052380E1,1.422928057E1,1.009695042E1
5.646797796E2,3.053759462E1,1.143563964E2,1.960904000E1,7.500393616E-1,1.761617096E1,1.422974749E1,1.009629237E1
5.656797602E2,3.053760093E1,1.143563985E2,1.927752971E1,7.299738669E-1,1.783392039E1,1.422904735E1,1.009727907E1
5.666797420E2,3.053760870E1,1.143564015E2,1.934550631E1,6.895241938E-1,1.739794547E1,1.422843679E1,1.009813942E1
5.676797223E2,3.053761380E1,1.143564044E2,1.903182554E1,6.008589968E-1,1.890185247E1,1.422863692E1,1.009785743E1
5.686797031E2,3.053761949E1,1.143564076E2,1.862257744E1,5.493957441E-1,2.309562456E1,1.422841219E1,1.009817409E1
5.696796836E2,3.053762764E1,1.143564092E2,1.793239920E1,6.797198797E-1,2.100058094E1,1.422974686E1,1.009629326E1
5.706796638E2,3.053763135E1,1.143564101E2,1.798918903E1,5.046438220E-1,2.259713466E1,1.422989976E1,1.009607776E1
5.716796435E2,3.053764219E1,1.143564136E2,1.804664627E1,7.096697562E-1,2.178287775E1,1.422999031E1,1.009595013E1
5.726796238E2,3.053765198E1,1.143564146E2,1.820344666E1,8.407416530E-1,2.001519522E1,1.423020025E1,1.009565422E1
5.736796041E2,3.053766119E1,1.143564165E2,1.839940109E1,8.119227146E-1,1.825547492E1,1.423042147E1,1.009534240E1
5.746795831E2,3.053766774E1,1.143564160E2,1.844122003E1,6.375914969E-1,1.671310155E1,1.423016647E1,1.009570183E1
5.756795634E2,3.053767461E1,1.143564169E2,1.853530736E1,6.186672380E-1,1.589983500E1,1.423121368E1,1.009422561E1
5.766795425E2,3.053768493E1,1.143564203E2,1.821062259E1,8.261419793E-1,1.672462423E1,1.423087448E1,1.009470380E1
5.776795216E2,3.053769373E1,1.143564229E2,1.848179789E1,8.557198528E-1,1.750719993E1,1.423121234E1,1.009422749E1
5.786795003E2,3.053770320E1,1.143564253E2,1.839972085E1,9.108178458E-1,1.799666860E1,1.422937191E1,1.009682170E1
5.796794802E2,3.053771342E1,1.143564291E2,1.865374516E1,9.920912569E-1,1.848320355E1,1.422989956E1,1.009607804E1
5.806794592E2,3.053771845E1,1.143564314E2,1.846937017E1,8.060478093E-1,1.946374766E1,1.422894428E1,1.009742432E1
5.816794381E2,3.053772869E1,1.143564323E2,1.876313933E1,8.695622915E-1,1.748274610E1,1.423122497E1,1.009420969E1
5.826794176E2,3.053773857E1,1.143564342E2,1.871024395E1,8.727680380E-1,1.606229121E1,1.423066983E1,1.009499230E1
5.836793960E2,3.053774516E1,1.143564362E2,1.870145056E1,8.149263818E-1,1.590508367E1,1.423026421E1,1.009556407E1
5.846793746E2,3.053775205E1,1.143564388E2,1.824343950E1,7.284027597E-1,1.672851724E1,1.422943027E1,1.009673945E1
5.856793540E2,3.053775996E1,1.143564410E2,1.817875857E1,6.352351028E-1,1.617594323E1,1.422936417E1,1.009683261E1
5.866793329E2,3.053776381E1,1.143564410E2,1.752523901E1,4.925588081E-1,1.565829109E1,1.422878420E1,1.009764991E1
5.876793119E2,3.053777623E1,1.143564435E2,1.756414127E1,7.779966909E-1,1.582711581E1,1.422825980E1,1.009838880E1
5.886792899E2,3.053777951E1,1.143564445E2,1.770322635E1,5.989721080E-1,1.899273896E1,1.423009324E1,1.009580505E1
5.896792694E2,3.053778925E1,1.143564479E2,1.788053842E1,7.195695954E-1,2.076199621E1,1.422993369E1,1.009602993E1
5.906792479E2,3.053779491E1,1.143564511E2,1.807134429E1,6.737079871E-1,2.269182755E1,1.422909513E1,1.009721174E1
5.916792257E2,3.053780470E1,1.143564522E2,1.832536664E1,7.471545327E-1,2.072820132E1,1.422907866E1,1.009723496E1
5.926792048E2,3.053781448E1,1.143564536E2,1.839557684E1,8.158325207E-1,2.112608427E1,1.422835799E1,1.009825045E1
5.936791831E2,3.053782428E1,1.143564525E2,1.875632712E1,7.893161392E-1,1.809304259E1,1.422786162E1,1.009894979E1
5.946791618E2,3.053783125E1,1.143564530E2,1.916658378E1,7.292353442E-1,1.626137237E1,1.422835343E1,1.009825687E1
5.956791400E2,3.053783660E1,1.143564527E2,1.912712908E1,6.370261584E-1,1.649986362E1,1.422831053E1,1.009831733E1
5.966791182E2,3.053784628E1,1.143564533E2,1.946207780E1,7.871278181E-1,1.601270356E1,1.422772449E1,1.009914299E1
5.976790963E2,3.053785408E1,1.143564556E2,1.979534907E1,7.522142095E-1,1.717849200E1,1.422610962E1,1.010141764E1
5.986790744E2,3.053786302E1,1.143564561E2,1.979334215E1,7.889399742E-1,1.742273321E1,1.422877582E1,1.009766171E1
5.996790529E2,3.053787508E1,1.143564610E2,1.967697452E1,8.668126917E-1,1.776143535E1,1.422742266E1,1.009956820E1
6.006790309E2,3.053788254E1,1.143564599E2,1.963591463E1,7.724851127E-1,1.749048959E1,1.422756183E1,1.009937214E1
6.016790086E2,3.053789006E1,1.143564621E2,1.976438126E1,6.843397796E-1,1.718787352E1,1.422919330E1,1.009707341E1
6.026789881E2,3.053790114E1,1.143564612E2,1.990088060E1,8.069403249E-1,1.429752124E1,1.422948353E1,1.009666438E1
6.036789656E2,3.053790988E1,1.143564627E2,2.004002330E1,7.174936986E-1,1.589045261E1,1.422887149E1,1.009752690E1
6.046789434E2,3.053791188E1,1.143564607E2,2.033540540E1,3.869092636E-1,1.532679654E1,1.422791635E1,1.009887269E1
6.056789217E2,3.053791732E1,1.143564624E2,2.003230979E1,3.526686683E-1,1.722283820E1,1.422776713E1,1.009908292E1
6.066788995E2,3.053792988E1,1.143564668E2,2.021341757E1,7.955556626E-1,1.680266305E1,1.422538846E1,1.010243319E1
6.076788774E2,3.053793660E1,1.143564659E2,2.037818372E1,6.965448720E-1,9.144325762E0,1.422750772E1,1.009944837E1
6.086788563E2,3.053794332E1,1.143564680E2,2.046537226E1,5.902964784E-1,1.044426971E1,1.422663397E1,1.010067914E1
6.096788341E2,3.053795302E1,1.143564693E2,2.064068252E1,7.949306503E-1,9.635645555E0,1.422870306E1,1.009776423E1
6.106788129E2,3.053795954E1,1.143564694E2,2.132253316E1,7.776974999E-1,8.997178060E0,1.422768081E1,1.009920453E1
6.116787903E2,3.053796591E1,1.143564715E2,2.121013453E1,7.042227069E-1,1.074655641E1,1.422633701E1,1.010109739E1
6.126787684E2,3.053797522E1,1.143564727E2,2.157365430E1,7.693290872E-1,9.831228840E0,1.422654576E1,1.010080339E1
6.136787465E2,3.053797885E1,1.143564749E2,2.186009784E1,6.382042905E-1,1.224403729E1,1.422603116E1,1.010152814E1
6.146787246E2,3.053798337E1,1.143564792E2,2.153970976E1,5.584085780E-1,1.684654877E1,1.422529063E1,1.010257095E1
6.156787030E2,3.053799403E1,1.143564823E2,2.174346691E1,7.543329364E-1,1.661309228E1,1.422461583E1,1.010352106E1
6.166786811E2,3.053799740E1,1.143564790E2,2.178467438E1,5.412929850E-1,1.139302443E1,1.422453728E1,1.010363165E1
6.176786596E2,3.053800360E1,1.143564792E2,2.197464287E1,5.302531538E-1,1.187066076E1,1.422496155E1,1.010303431E1
6.186786366E2,3.053801465E1,1.143564803E2,2.172748757E1,8.021734985E-1,9.633041736E0,1.422557508E1,1.010217041E1
6.196786147E2,3.053802081E1,1.143564841E2,2.177986995E1,7.725789953E-1,1.396781961E1,1.422521290E1,1.010268040E1
6.206785930E2,3.053802536E1,1.143564861E2,2.173728793E1,6.425878945E-1,1.768545100E1,1.422649460E1,1.010087544E1
6.216785706E2,3.053803138E1,1.143564864E2,2.191362088E1,5.780881437E-1,1.418119275E1,1.422825504E1,1.009839550E1
6.226785488E2,3.053803662E1,1.143564885E2,2.156016766E1,5.641239650E-1,1.497078393E1,1.422852476E1,1.009801547E1
6.236785266E2,3.053804440E1,1.143564916E2,2.145312468E1,5.890416003E-1,1.492187686E1,1.422855528E1,1.009797247E1
6.246785047E2,3.053805221E1,1.143564942E2,2.129433189E1,6.394701171E-1,1.479085966E1,1.422923621E1,1.009701294E1
6.256784827E2,3.053806086E1,1.143564948E2,2.093801457E1,7.333936007E-1,1.282208343E1,1.423052118E1,1.009520184E1
6.266784608E2,3.053806603E1,1.143564982E2,2.064544432E1,6.063141124E-1,1.520845079E1,1.423091987E1,1.009463981E1
6.276784383E2,3.053806999E1,1.143564998E2,2.045914266E1,3.993518941E-1,1.510667216E1,1.423027832E1,1.009554417E1
6.286784168E2,3.053808059E1,1.143565045E2,2.049860795E1,6.542185667E-1,1.589642946E1,1.422898424E1,1.009736802E1
6.296783942E2,3.053808715E1,1.143565068E2,2.072598736E1,6.178643023E-1,1.917969222E1,1.422789487E1,1.009890295E1
6.306783720E2,3.053809292E1,1.143565087E2,2.022937307E1,5.017952907E-1,1.741217980E1,1.422735187E1,1.009966792E1
6.316783506E2,3.053810395E1,1.143565095E2,2.000095192E1,6.597984911E-1,1.495156082E1,1.422674996E1,1.010051577E1
6.326783288E2,3.053811098E1,1.143565092E2,2.038877798E1,6.861880970E-1,1.326105749E1,1.422556849E1,1.010217968E1
